time x y z pitch roll yaw fx fy fz absz
0.04160737991333008 -1.4332131147384644 1.2809351682662964 0.49571290612220764 3.5612356583736906 3.5853847434800654 -177.65212044011722 -0.43353375438836306 1.2809438705444336 3.0517578125e-05 0.55
0.05563044548034668 -1.4332212209701538 1.280956745147705 0.49570485949516296 3.563475727187413 3.569146336090103 -177.67662245573632 -0.4336030876970392 1.280951976776123 3.0517578125e-05 0.55
0.06972670555114746 -1.4333845376968384 1.2808642387390137 0.49566805362701416 3.460466531437593 3.5771407350926383 -177.84861800119933 -0.4339725840725442 1.2808642387390137 3.0517578125e-05 0.55
0.08369326591491699 -1.4332855939865112 1.2809175252914429 0.4957006275653839 3.5882474080076463 3.5183185512668955 -177.67498280467888 -0.43391195972901764 1.2809298038482666 3.0517578125e-05 0.55
0.24192070960998535 -1.4331482648849487 1.2809557914733887 0.4956878423690796 3.5089437048104677 3.7418279875797156 -177.78431887465024 -0.4352443204408348 1.2809545993804932 3.0517578125e-05 0.55
0.5066461563110352 -1.423313856124878 1.28590989112854 0.48955237865448 5.553556796577469 3.842587971891169 170.03432611876133 -0.42786302373638946 1.2859134674072266 3.0517578125e-05 0.55
0.7614402770996094 -1.3974565267562866 1.2587960958480835 0.4880906343460083 8.885228864103269 1.7753637229275223 139.48956392038676 -0.40433232204241293 1.2602289915084839 3.0517578125e-05 0.55
1.0093886852264404 -1.399946928024292 1.1790999174118042 0.4829552471637726 5.753027168175283 -4.211460298873206 107.69709673481505 -0.40751558597797605 1.1798526048660278 3.0517578125e-05 0.55
1.2829926013946533 -1.4635379314422607 1.126786231994629 0.4710283875465393 11.604904984802841 -11.212918428353293 72.5782577145521 -0.47296351181381063 1.1265980005264282 3.0517578125e-05 0.55
1.532975673675537 -1.5637786388397217 1.1534062623977661 0.4813302755355835 3.7255040837883593 -8.500584251180301 42.10835309556097 -0.5750458269814831 1.1517486572265625 3.0517578125e-05 0.55
1.8005905151367188 -1.5970932245254517 1.2247402667999268 0.48090624809265137 5.849097182273272 -4.445838661784807 6.28735930727292 -0.6137902574892162 1.2229417562484741 3.0517578125e-05 0.55
2.035532236099243 -1.585442304611206 1.2932089567184448 0.48932406306266785 5.711342774717322 -2.8987550161863633 -35.008042273142465 -0.6054349353923589 1.2919106483459473 3.0517578125e-05 0.55
2.2928378582000732 -1.5225657224655151 1.3430801630020142 0.4972783327102661 4.618723802722661 0.8765506554374015 -85.79282414018293 -0.5468473678043863 1.342527985572815 3.0517578125e-05 0.55
2.638974189758301 -1.3790278434753418 1.3015178442001343 0.5512104630470276 -9.393701445612221 1.7562230746336442 -148.77617296342797 -0.4625323431324991 1.3436042070388794 3.0517578125e-05 0.55
2.881381034851074 -1.3781064748764038 1.2457960844039917 0.8474849462509155 -4.201118898842755 4.408483104833836 -157.53801857956316 -0.3765264314195141 1.2618346214294434 3.0517578125e-05 0.55
3.1364872455596924 -1.4100403785705566 1.1645859479904175 1.0819189548492432 -6.632315187774407 18.64038296854321 155.51761375444266 -0.44121707383000996 1.2199054956436157 3.0517578125e-05 0.55
3.367598056793213 -1.3213468790054321 1.0592644214630127 1.2260099649429321 -9.91711633359277 1.5786344519542286 106.02350608643353 -0.4053282849731177 1.1081898212432861 3.0517578125e-05 0.55
